,"""dailykosc""","""atriosblo""","""wonkettec""","""talkleftc""","""juancolec""","""powerlineb""","""realclearp""","""blogsforbu""","""instapundi""","""michellema"""
0,0.0011541435760188336,0.0012518995196390613,0.000757211803261749,0.0014905362161957245,0.0014332019015574624,0.0008421697296649944,0.0004074803242658653,0.00032502497787275395,0.00044266053200214963,0.0004215048542061359
1,0.0017800283443203738,0.001919733417894775,0.001334327684862686,0.002188315588207622,0.0021302583749028565,0.0006556511468614751,0.0006188915064292073,0.0004940146606596741,0.0006863290078809509,0.0005843496267617259
2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4,0.00013726344027852367,8.467295683726128e-05,9.549591759530756e-05,9.60976635992685e-05,8.376857861430598e-05,8.368708850607095e-05,8.530771509945926e-05,8.046690200025166e-05,0.00013829166597279364,8.019736977825312e-05
5,3.4810846199320264e-05,3.6432838248427125e-05,2.3484603634579273e-05,2.6553322784722628e-05,2.624747719269816e-05,1.4465868903401364e-05,1.4376359488744282e-05,1.2010793227038616e-05,2.213559338057394e-05,1.4395548759522032e-05
6,3.056708365880763e-05,3.333178482372603e-05,2.505234560187913e-05,3.502160662212265e-05,2.9854927788095715e-05,1.3067304520507569e-05,1.2864426799326836e-05,1.0186621875694271e-05,1.392420419710178e-05,1.2267578712099087e-05
7,0.0008637701309581337,0.0012306626867603222,0.0007636108063222948,0.0008603213958614786,0.0008963800877410915,0.000361367095716319,0.0003619616637323044,0.00028275413723037303,0.000448146248376562,0.000339864954096956
8,0.0005050934214385512,0.0005777152978372139,0.0009945513245366345,0.00023140159248194345,0.00023473616058708392,0.00013325090658676338,0.00015171130532516547,0.00013714322984494708,0.0001442342740611115,0.00013195173547322363
9,0.0007013745563109571,0.0007913647269203806,0.00040744502869816167,0.0004508687841930437,0.00045165913697926255,0.00022559497202754235,0.00022651680830578706,0.0001752115990964389,0.0002463235827842745,0.00020469394782672725
10,1.4323058521934923e-05,1.3126630277336493e-05,1.757153138271089e-05,1.3378553522805016e-05,1.4329172057491726e-05,3.498675675337875e-05,3.1952820071338516e-05,2.8763055787779323e-05,3.271134551680757e-05,2.9727809533147272e-05
11,0.0004106173924826396,0.00012159793546299577,0.00011974751218486466,0.00010967269097756195,0.00013413486947883165,5.892597088259711e-05,5.686343582137144e-05,4.5703953027319983e-05,5.83585322596506e-05,6.344511954004026e-05
12,0.002199521893314995,0.0023675471463204603,0.0017515207842230638,0.0025703737229795997,0.002570220106352576,0.0008584539462929517,0.000855564219716878,0.0006934635890842371,0.0009226376224006793,0.0007978457271209344
13,0.0021638822604311296,0.002337432962565133,0.0018451460400532374,0.0027098575221426707,0.0025366975338722733,0.0012343640291771802,0.0012138506695855067,0.0010357408875224232,0.0016424811723841379,0.0011779203246949903
14,0.0023586572057139143,0.0025192486766741104,0.0017478690131626099,0.00280895824796093,0.002696467682233112,0.0008269481350446197,0.0008569641080048125,0.0006593835815343051,0.0009070276384074559,0.0008021618469609854
15,0.0014864814129770098,0.0018781385940538817,0.002108570351347771,0.0016104774208804446,0.0016180235266382407,0.001156841349077052,0.0007238958657042559,0.0005835443196864973,0.001062771317380861,0.0006909458007181308
16,6.946885497061237e-05,5.625272310735846e-05,0.0008359428435160557,5.5403680785949795e-05,5.360748015307156e-05,2.972897733474976e-05,3.2810863757408825e-05,2.5378006628201053e-05,3.401555259491417e-05,3.224614409292268e-05
17,0.001454993841674324,0.0016006631781061485,0.0010552885454816687,0.001887125565836013,0.0018813685521116546,0.0005361604531050156,0.0005113877051016297,0.00041859577469747583,0.0005678605698874588,0.00048415533962992493
18,7.844971103465407e-05,8.127228291296564e-05,7.389546103248436e-05,8.074072385292049e-05,7.279162442617353e-05,4.905331531998913e-05,4.737121069955282e-05,5.1037714710961115e-05,5.1211179259493305e-05,4.8242733738256083e-05
19,0.0006846542283832784,0.0007523339527657101,0.0003587169860539845,0.000409943738037666,0.0009623745065503347,0.0002085173172948997,0.00019599432788156005,0.00016044764942920982,0.00021863226500470992,0.00019748202594104067
20,0.001476771528590086,0.0015976187530237162,0.0011052877276756241,0.0018979062134801199,0.0018142256721701423,0.0011125591434159332,0.0006760542165220921,0.0005463715882688243,0.0010038500569638491,0.0010932305791006454
21,0.0007039778452378543,0.0010730771536069286,0.0006379439745245143,0.0013551726682212617,0.0012571413929852782,0.00042660994942820814,0.0004139846230732886,0.00034922209167574187,0.00044867298084824746,0.0003843418269583291
22,0.0032382965011178606,0.003532933143756113,0.0032989078922087667,0.003488891000324933,0.0030187840330742344,0.0013501023534972666,0.0013072989537162593,0.0010981055486686368,0.001435026028690536,0.0012636032777278631
23,0.001330363066965497,0.0016194539693493958,0.0011092011430682178,0.0011770273157313401,0.0013008834044682996,0.00046264694879988094,0.00046802386547090905,0.0003612643393894509,0.0004873070684291497,0.00043141763943655743
24,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
25,0.0002983194139353075,3.360923506079687e-05,3.04171594622338e-05,3.08057944734996e-05,3.2277749261893824e-05,1.5728318479213283e-05,1.6108542508916502e-05,1.272927621882761e-05,1.6155499214696894e-05,1.5212922195142247e-05
26,0.0013551352456994783,0.001353098823998557,0.0009438631462458437,0.001081835255421443,0.0015578003454777868,0.0004621801832644845,0.0004959932907100093,0.0003850495759142239,0.0005246019349223684,0.0004529548831803721
27,0.0007073598256985651,0.00040171065923291945,0.001143160475113749,0.0003442450073391872,0.0003967951310710053,0.00019720896845931623,0.0010435146347743498,0.0001620247538207259,0.00020417223170341023,0.00018696321140294884
28,0.0018970101951838892,0.0020823801861170293,0.0013578755636915216,0.002385936481823624,0.0022021621028728714,0.0006523221532376699,0.0006589160863448614,0.0004999698864082984,0.0006900553789554423,0.0006247261133642795
29,3.910651886663569e-05,2.5650475585974096e-05,4.274249236696574e-05,2.4074722422886046e-05,2.7013261755217565e-05,1.225932793462893e-05,1.3688043091107134e-05,1.0541890242277163e-05,1.326868982051408e-05,1.2237551496964873e-05
30,0.0021679798506237264,0.002415115508160222,0.0018549211658374439,0.002697426320344751,0.0019347524790550444,0.0010274389948781762,0.0010246909706289795,0.0008575549479456618,0.0011225116653649238,0.000994088965001432
31,0.00043923923395596567,0.00015819984025210114,0.00013897930765470918,0.000149712786152878,0.00017341932139228094,0.000126638073189877,0.00012125470875634828,0.00010927455534951556,0.00012058120534389972,0.00012413480570159987
32,7.533064551461808e-05,8.699991372198386e-05,7.677814991029058e-05,8.181667659209053e-05,6.96985448534967e-05,5.5933417134044064e-05,5.735704217409339e-05,8.944199639963968e-05,6.197698020924769e-05,5.6739950274645905e-05
33,0.000141754998660213,0.00015049049375367852,0.00012503319618112823,0.00014596177785792568,0.0001356684995752632,9.85576153264711e-05,7.878801117663096e-05,7.346999273286359e-05,9.833519665672359e-05,7.702730911290362e-05
34,0.0018958491324288789,0.0023293066491697142,0.001750174103340407,0.0020645423977474755,0.0020541297228778483,0.0008649508423861686,0.0009359969574557667,0.0006759756340055338,0.0009593897529912345,0.0007906193558595365
35,0.0006233918203240786,0.0006946771592689743,0.0003108860394377585,0.00033482673018102923,0.0003553843558500744,0.00016903797174998173,0.00017235201123287945,0.00014639764746575935,0.0001846325404398323,0.00016668075610767245
36,6.515954310263921e-05,6.936981094392657e-05,5.332597563616418e-05,7.34114204447518e-05,7.171311862643894e-05,2.5158114689902603e-05,2.5395473009112096e-05,1.966289419374397e-05,2.719593119694271e-05,2.3154361628180647e-05
37,6.143363141771371e-05,6.524132844567025e-05,4.8749842502132156e-05,6.9420260214158e-05,6.399276129010949e-05,2.8345885045263626e-05,2.7262296707526357e-05,2.311762023120527e-05,3.57831925153624e-05,2.763423448707905e-05
